,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,Date
91,0.013178025386346402,-2.1627529571906083,-1.5120738975630568,5.747617755993625,-4.3040223063738035,4.859145001391684,2.1504625624359215,-0.5635975170924855,2008-02-28
92,-2.1847561234655286,-4.865057802390812,-4.594442609167423,5.371527948349563,-3.9035069226258283,4.314142489502706,2.648428078795048,0.38281184433912163,2008-02-29
93,-1.7038065797259423,-2.5728744422609404,2.1290661507625117,5.593310590792615,-3.2608620381132054,6.090713219399324,2.4939207626163715,0.46324790147930806,2008-03-03
94,-2.286290489351175,-3.882554071178068,0.28022492830075113,5.405744236819862,-2.0875075085164747,3.771873148404834,3.426777906577868,2.0520167949567543,2008-03-04
95,-1.007335587957287,-1.106999925802601,4.811607232512055,5.868775928658011,-3.1265089756659554,6.789645085390557,1.8581692993592611,-0.2367618772702666,2008-03-05
96,-2.2823248680921773,-4.711426104103321,-3.2491028290389563,5.589254606336699,-3.867260507895562,5.470175096543054,2.6987566740189264,1.3165713999095776,2008-03-06
97,-2.2132737332975907,-3.821257075336275,0.40968615488462773,5.39669933742352,-2.993608783119076,5.042712706081151,2.8787531360429175,0.8826831360052096,2008-03-07
98,-3.488847831838031,-5.44100875490664,-1.7377969247829892,5.05557034253861,-3.5037353108369587,6.107858104693193,3.113987531914845,0.8784651320878758,2008-03-10
99,-0.4158199531787894,0.6619534853157978,10.382736382243891,5.071834264877414,-1.7172630771171025,4.381283645178035,3.4022760834380033,0.5790891580613897,2008-03-11
100,-2.211244373188955,-3.083777142008349,-0.018440146653800053,4.94422807969964,-4.561029657512521,6.645552511239925,2.2297682735686988,-1.0136451980877306,2008-03-12
101,-1.3789900640063115,-1.4903856382738288,3.6485435741063705,5.099401212942595,-3.771111704712677,6.473648669265166,2.4465051448405375,-0.027997115327472122,2008-03-13
102,-3.8726958696061065,-5.91639178140791,-5.697477451978763,4.538400539743762,-4.694380161684306,5.928221239016229,2.703861177183276,0.8375032549803573,2008-03-14
103,-4.645489625720041,-4.837340310151397,-0.20582449011990983,4.2242771091970885,-3.4509401073015176,7.002517313179439,2.3173166208445393,0.0445896572334962,2008-03-17
104,-1.2613112873732837,1.330912132651872,9.158632178745359,3.8610531465393803,-2.1559826698944007,2.8815553399854035,3.583320173767602,1.3088056289518046,2008-03-18
105,-4.452295813134859,-4.510955355571319,-2.3243349661512056,3.3031454274151755,-2.4185694623986542,2.1256538691011326,3.2450774159494946,0.9807152159935355,2008-03-19
106,-3.128650890900351,-1.4297851027645567,3.5989658652327665,2.9127264117815104,-0.9998801019169127,-0.45474694875988625,3.7806386140734207,0.9910966010190505,2008-03-20
107,-2.3893306585327574,-0.5470741987485808,2.705334694292552,3.0162154104823897,-1.6362087350102361,-1.7905191841403014,3.3408681176349204,1.5006557619603114,2008-03-24
108,-2.54730491060777,0.4040257621530678,4.025783968058902,3.2256729384668117,-3.3213236089070657,3.2594906251801063,1.0794058587587225,-1.7200939620681566,2008-03-25
109,-3.051951669137944,-0.10821886522108778,1.9241800340135746,3.249530304539896,-4.423200846012705,3.7725392695023126,1.4502922519511343,-0.1717933638479178,2008-03-26
110,-3.7115275693227243,-1.305096394943382,-0.18126792253654284,3.037516029011555,-3.858472486767474,1.8998340995455232,2.3715325025829377,1.7345076944246096,2008-03-27
111,-4.5802891132920145,-2.756454735852661,-3.4245584560438824,2.663486047864236,-3.785619867335435,0.8838258247817874,2.9351594483184464,1.6747919556789979,2008-03-28
112,-3.943610001896154,-0.43166802252019093,3.1505074944391045,2.4337414237325725,-2.211335423511949,0.1400081667686302,3.0585602941833936,1.5304731153283364,2008-03-31
113,-1.888669165249736,1.9298015333582113,5.816241526993669,2.5309595347442024,-1.130697585722729,-3.785233208549448,3.8708475210809112,2.464363943319795,2008-04-01
114,-2.1833396953425535,0.9140119497267075,1.2917931944856231,2.7889616489503433,-3.959944157695324,0.5683955920395697,1.6297974641802189,-0.34788387514290814,2008-04-02
115,-2.211129055627014,0.5800004070612654,0.3161427100541217,2.394828822407082,-3.307469432625859,-1.8152009296079865,2.9816828123819614,1.733940149053482,2008-04-03
116,-2.2652056708426924,0.6401053949087852,-0.4399945967988163,2.1909998155724835,-4.4905873738120174,0.2195403122329141,2.2285676223027533,0.3314821465296351,2008-04-04
117,-1.4527311710345254,1.8855359724896497,1.724751206449477,2.141555013547482,-3.7914053325944375,-1.1680451747478209,2.939731001780561,1.6295050013337646,2008-04-07
118,-1.3611167961621848,1.7723335392381292,1.1570819650482203,2.129361247635727,-3.973934967197354,-1.030429063694137,2.9092498182638664,1.5449578083623925,2008-04-08
119,-1.8729437639845443,0.7122250430042127,-1.4416410068896681,2.2143211873631428,-5.198515337979412,0.7641540904544474,2.1214223947631994,0.41926588799152403,2008-04-09
120,-1.8752660564578973,0.7382469267505642,-0.7252081972344244,1.969259336081692,-4.320478014940491,-0.3739208760882782,2.7629863326129183,1.2359718665372543,2008-04-10
121,-2.984343949357016,-1.0690896892830493,-2.9260478359296975,1.7237322165177025,-4.2701028690563865,-0.2759719574021497,2.95977989414822,1.644432297000237,2008-04-11
122,-2.374164294685682,0.6637537399181982,1.6468731031247978,1.7892068981251938,-3.5407294991856597,0.09508740214245423,3.1011775117663496,1.8821750497583989,2008-04-14
123,-1.633056723195422,1.3349171295613176,1.6648922784398055,1.9015803314290258,-3.969579841303884,-0.5478858922523266,3.0348850557854,2.0981387647976755,2008-04-15
124,0.4915218300457503,4.4669918598768135,6.041895434956019,2.2020672739917115,-4.378573459832239,0.44274311627422547,2.449418611769102,1.1695462040322955,2008-04-16
125,-0.015222268652619227,1.9444231157656853,0.2909195532438059,2.017701053627852,-4.344611107211661,-0.928737879134034,3.4601302263165454,2.578396417802899,2008-04-17
126,2.1574444751598874,3.764746313493308,2.3413388614228223,2.0377645098642305,-4.122683823283203,-2.6708526160539128,4.452473635632876,3.1348961794117844,2008-04-18
127,1.7104996401186163,1.9084678199425715,-1.8932025041455203,2.108824090092177,-5.454276228919044,-0.6208130821419701,3.7436090263960757,2.1229072853376345,2008-04-21
128,1.5186900215074803,1.706644260253734,-0.22165536943477404,2.094383610300365,-4.849317329017595,0.6575508727455924,3.9115096454183984,1.95497288090756,2008-04-22
129,1.4607571447892111,1.1122129241779826,-0.6769973208931432,1.845625721447662,-4.160660230774486,-1.0704833782903496,4.771124077370238,2.7033527023415913,2008-04-23
130,1.4952650345870666,0.6475407847136412,0.010782398924628019,1.5885294282286593,-2.664280340424591,-3.825733806473077,5.334030589723142,3.1155981652389366,2008-04-24
131,2.5953723134881375,1.709900488464919,1.0292749754680348,1.7978887791035942,-3.3491648686344284,-2.832386787688669,4.739855294727596,1.9656046211270488,2008-04-25
132,2.708410734389906,1.5658947945789636,0.5889762520584929,1.7611353922057988,-4.003468576435531,-2.0281961241846895,4.274043504906217,0.9279827443145299,2008-04-28
133,1.5054520719128595,-0.7898243100363522,-2.845069323528848,1.684496101990989,-3.491486618119143,-3.278371891632355,4.703738247324313,1.3906905944664887,2008-04-29
134,1.4464292098108364,-0.40376645040556763,-0.6225774175389871,1.567517954157138,-3.569737021638346,-0.6295159139408966,4.055910253264981,0.45146489877440715,2008-04-30
135,2.379303383574996,1.1193821097709131,3.219004054312137,1.326354321027422,-1.6878327813795044,-4.523788869563137,5.519397634250136,1.8325043919717814,2008-05-01
136,2.5133640003953155,0.5837103810944659,2.1564298796418693,2.0094968905748427,-2.6896233776897844,-2.5755125055612647,4.318740421997668,0.5066147194785798,2008-05-02
137,2.4663292556637284,0.00840399280849072,0.8701328801665681,2.29786783330325,-3.6576426550625794,-0.8128233479091714,3.730566156495988,-0.11476618033435325,2008-05-05
138,3.422288979002677,0.44068705794737967,0.8531041812417746,2.62497039562003,-3.796705232648764,-1.3596628136965052,4.081847195388941,0.6247061509004088,2008-05-06
139,2.0660442907433527,-2.128162980612653,-2.9416182697835627,2.615175627933325,-3.345528340499438,-2.1132978910899016,4.87585142498026,1.6608581004440428,2008-05-07
140,2.452723136563547,-0.5846574821606523,1.3570005120991524,2.6838560123234303,-3.366181713673533,-0.497242451645184,4.432560517255378,0.10243891683739187,2008-05-08
141,2.5019330519990826,-0.8933906942852008,0.3776104621097905,2.8017524744080777,-3.668024277319121,-0.33665244518506254,4.65070316491788,0.620912361852601,2008-05-09
142,3.462100815564152,0.02301827693808048,2.0860605851022624,2.9891781319925146,-3.3829388912399696,-1.3208656933727292,4.553051767043635,-0.2159885897384867,2008-05-12
143,3.7500584444606786,-0.3953209401963575,1.061074668729392,3.24854118643048,-3.180340796638686,-2.9033042822344863,5.353818888016971,1.3413509120891984,2008-05-13
144,3.2591178157627843,-1.419177889091924,0.05409002651502099,3.2260907996574666,-3.275159861981458,-2.997736968058057,5.287450843782373,0.7189063422973031,2008-05-14
145,3.606202600260061,-0.9938768579580177,1.1183666889470605,3.139753737919752,-3.7584573091449123,-1.104256692314174,4.387680860960961,-1.0098094138484144,2008-05-15
146,4.334216258714188,0.2063320102878752,3.426925807720588,3.7693155455064677,-4.608753765475864,0.9523343917088082,3.59088131215301,-1.3708224475583912,2008-05-16
147,3.858652246312041,-1.421179770363614,0.6329121151729137,3.687031090114228,-4.245468197697941,-0.4537006367256124,4.528137179480397,0.12378382527955295,2008-05-19
148,3.5419805272627007,-1.9834670257122085,-0.018258505417672648,4.0456759162973075,-5.227776977700951,1.6068597210759141,3.815381297651304,-0.6043235647509488,2008-05-20
149,3.135803568114995,-3.1171807399982843,-1.672167610281986,4.354705739434887,-5.618712788911928,2.273335547662228,3.862442611914412,0.03095330416289436,2008-05-21
150,3.2172398889265668,-2.8295677981295464,1.0191889527188267,4.44576084986756,-4.03849317179302,0.032246073191853776,4.530418885193331,0.9890271185521808,2008-05-22
151,2.281611453149056,-4.176533866568189,-0.14946181456939428,4.341737890890533,-4.595494532478953,2.3499148123995055,3.9598962785216654,0.43679144282783017,2008-05-23
152,2.2912207334107926,-4.086700664337206,1.9232766392214433,4.366526647750401,-2.88231759539525,-0.27332951683874346,4.951645726089961,1.859309983094999,2008-05-27
153,2.935805366613108,-3.3834259288675694,2.642830472497609,4.662354365101644,-3.3495831331713632,0.3107438134085249,4.613585363756704,1.2543437376258202,2008-05-28
154,3.0874653726007164,-3.9712289104708645,2.227188936959475,4.6968144433273125,-2.1864237865685507,-2.6730206744678666,5.388439680577295,2.1729598272354127,2008-05-29
155,3.56879512723921,-3.704424597598469,1.9638213081024065,4.933793061016056,-3.379239397432186,-0.42125868784864146,4.344748772145649,0.24308090526701215,2008-05-30
156,2.531411335604483,-5.625094954366432,-0.013447396454858089,5.050171654257553,-3.2479204266719344,0.7757491913578022,4.431213946332043,1.1203392118503355,2008-06-02
157,2.0216204286780646,-6.097531520668163,0.50920343858517,4.866601670206634,-2.172425895074348,0.3547950367253062,4.541022446002293,0.6801992588204365,2008-06-03
158,2.0786237035638573,-5.880989848085449,2.2695350808525823,4.770788460793914,-1.3943984052901262,-0.6575113074584473,4.833995289407672,1.0833269398324163,2008-06-04
159,4.268138685790683,-2.0799461535043227,7.500775027873951,5.043484489379625,-1.7929854559394371,0.4110221082187615,4.325160841128375,0.07091941578081967,2008-06-05
160,1.7361876985579383,-6.268719951648375,-2.1042359995038926,5.211647458246305,-4.607295983835929,4.101841210739394,2.803400934174117,-0.6873404386806363,2008-06-06
161,2.1472846874615046,-4.854159033147645,1.7100403961228825,4.992348396010137,-2.6996866985836987,0.7035008783422724,4.560418089795028,1.3476948617581899,2008-06-09
162,1.191969601300209,-6.452031597300698,-1.163423111113536,4.786232265912432,-2.0743930796810117,-2.157289206418871,5.632251291069585,3.117373144102584,2008-06-10
163,1.0726791631203512,-5.30220290285785,3.0899047151675,5.098021932393368,-2.223749593559495,1.8471944996498944,4.456668558162859,1.4200330013483076,2008-06-11
164,1.2893725411661388,-5.227562274518573,3.263121269829074,4.894028975155706,-1.3712204299532507,-0.5739074741469631,5.186651829252173,2.411512024431331,2008-06-12
165,2.3376064256995477,-3.725144519186588,4.737803406994913,4.91700517834137,-1.7076935163008826,-0.1676424254097882,4.685115533316387,1.1261909771747742,2008-06-13
166,2.0855459429500343,-5.098194037104846,0.9651478300480418,5.079192427437035,-2.3325653730433222,-0.09948486062071515,4.797693465950527,1.503038149140332,2008-06-16
167,1.633303428449037,-4.8115410683398965,2.9459137062842604,4.882533551132978,-2.295093312002784,0.3412078674292758,5.108151835104602,1.8354869600045236,2008-06-17
168,1.56358832202358,-5.572039271831198,0.45703285854827796,4.938746632096967,-3.2511381706543543,1.856004622730051,4.747793391422939,1.1852588446229095,2008-06-18
169,1.391698794706188,-5.469776751583109,2.223020593540935,4.839418729765275,-2.355463913762572,0.4191262533284398,5.081665469566416,1.731553249208451,2008-06-19
170,0.6561336743650937,-6.3083410687494474,0.8899995217941397,4.670967249739596,-3.204735962464503,1.6633476096257298,5.014044634491258,1.352911711592181,2008-06-20
171,0.7073494589179291,-6.083588550883868,2.3696688108782467,4.627006596030596,-2.506767745232279,0.5375729825968891,6.0902196417602,2.0059106701180855,2008-06-23
172,0.4090113901570255,-6.930465008633369,0.4981561198437014,4.446093478047586,-3.1538968272018626,1.0989456742411965,5.460969978939441,0.7742155421182664,2008-06-24
173,1.0408907915097887,-5.417639132416267,4.0150281669852355,4.343630911611481,-2.651108590493088,0.8630603988158542,5.765301024083332,1.0050463371748095,2008-06-25
174,-0.5473150417735922,-7.785691685186927,-0.479665862966919,4.588006994486478,-4.599724334318097,4.562147754062511,4.386965569122787,-0.22350175932349264,2008-06-26
175,-0.36634415265904596,-6.530260829528366,3.0834793752037424,4.249585298848774,-3.990803461808496,4.349076079526881,5.325712236800669,0.6540541162547886,2008-06-27
176,-0.9799818361260385,-7.298175909595183,1.751604033384079,4.038884627289315,-4.331601020185033,4.054565961578825,5.7017700943831295,1.2615063014318189,2008-06-30
177,-0.29557217413310644,-5.742193148807424,5.536681406675063,4.010839979478853,-3.8405458476874808,3.9692059983559553,5.734436198658927,1.2405053608891117,2008-07-01
178,-1.5096032901357104,-8.246196603683575,0.10004043100440314,3.9226602543206948,-5.119858088273548,5.203283945842917,5.173067994888018,0.9617279650872871,2008-07-02
179,-1.4142580997855323,-7.588859993578733,2.9466028674687585,3.7351222269296085,-3.682467699353249,2.948205882987094,6.318752396224841,2.0714133507870853,2008-07-03
180,-2.6280929872367222,-9.78222431586796,0.38805226913162055,3.590364927882232,-3.730257758424564,3.9030092360761226,6.12957175590809,1.5544347311423716,2008-07-07
181,-0.5253412274172747,-6.469684766461022,7.685270660983491,3.269588554414034,-2.159289880614223,1.0555357016862064,6.557032748022841,1.046567048066059,2008-07-08
182,-2.153557931065242,-10.278840512971385,-0.2903163486426977,3.5849864001186345,-4.181385328057756,4.00637968297084,5.181068138321912,-0.1235872275032865,2008-07-09
183,-0.7907213429408181,-7.129889514670641,6.381737121041048,3.699099744055795,-4.207874688545841,5.429517693917604,4.98933781373881,-0.3837961147367885,2008-07-10
184,-0.7665197387285868,-8.479135631283329,1.85048262603121,4.171670773054236,-5.206077943848934,5.474798787611062,4.588384760772041,0.7127834742767888,2008-07-11
185,-1.4700757721838091,-8.766634939863474,3.334011287324415,3.9969955226896774,-4.600399858024587,6.143593823723114,5.008340786751492,0.7197342473028263,2008-07-14
186,-3.0622324403576924,-11.327845419123179,-0.3139566224015005,4.126310720008385,-4.491680093327738,5.590441794097906,4.809537150574479,1.117861157381953,2008-07-15
187,-0.5526259848408673,-6.424038737804652,9.572124888216479,4.089414528404212,-2.369607444773706,1.542444291125092,5.222416096271891,1.9706928848902259,2008-07-16
188,-0.8796164079411134,-8.215507175515517,4.10643315483401,4.037578765713562,-3.4553537541244776,1.6741581773877725,4.224681314494945,0.7413240688092415,2008-07-17
189,0.10948387882758105,-6.021501698649808,7.666406129368859,3.9943232977446756,-3.5387634237304173,1.5260190072941713,4.219139840467461,0.4557863035845954,2008-07-18
190,0.4696234189508518,-6.455103199576383,3.3582172298984068,3.965873246991905,-5.393445750267016,2.3396817411365767,3.8583527906015167,-0.06617581305452652,2008-07-21
191,1.4022003320318237,-5.4856880154323875,5.120708305459772,3.749825617315238,-3.670876617122312,-2.093714446084489,4.993589470981813,1.3305588625665357,2008-07-22
192,0.7029838071394522,-7.2116841096922695,2.215982691666701,3.6993659991764423,-3.3888249599393285,-2.761734686881274,4.823931121547345,1.0424921698849134,2008-07-23
193,-0.5337310297866017,-8.45010663226288,0.33571542199333165,3.825092876669386,-4.5541153051809475,0.35292315926642176,3.9155385782539947,-0.49754184956775177,2008-07-24
194,-0.26534667868691664,-7.744469418963044,2.0367444270364765,3.965418043890326,-4.139387522262271,0.10678802752021063,3.772693331676487,-0.6944025150666857,2008-07-25
195,-0.8686664544962072,-8.572983956213314,0.9156158772558585,3.88962345563257,-4.328874882764345,0.8740610267701693,3.829712008772973,-1.2499496090686153,2008-07-28
196,0.7178811432286388,-5.809948094658646,6.814855233377649,3.75204047684146,-2.1863712023300232,-2.6936083112062517,4.972280921982227,0.16420296818618935,2008-07-29
197,1.6694705850886031,-5.02143996766272,5.3484565914163,4.098865443679029,-3.697410358551865,-2.0414061165760997,4.6883756600235245,-0.37952150413049296,2008-07-30
198,-0.12274358950368512,-7.660538501290657,0.9174252776342424,3.8954870526979763,-4.047161994461523,-1.2508633964874085,4.062139401435987,-1.296630553533141,2008-07-31
199,0.18786875060524202,-6.9487690352174045,2.1835818775949365,3.809484370793625,-4.004336172939454,-1.8053825685293345,4.325554199707465,-1.2646850037241313,2008-08-01
200,-0.8964477003068917,-8.677986593323471,0.21399622034797872,3.736286480792511,-3.0918087710450117,-3.3066192879829277,4.756000201608538,-0.16602643775614762,2008-08-04
201,0.7696826594449516,-5.242730463692817,7.182707840679516,3.6526476091876163,-1.6820111793414274,-4.932184986091488,5.038189124200529,-0.4606768654401426,2008-08-05
202,0.7543422040391937,-5.753425258567053,5.048237464579275,3.905330055822122,-2.5357720823335788,-3.641310936707348,4.406702402399202,-1.1292058900377615,2008-08-06
203,-0.4651047725813776,-7.9710256747441575,0.12116253375181026,3.647070311817102,-3.1438003974519324,-3.4022901145154116,4.357488967079525,-2.1608028408137523,2008-08-07
204,-0.10440149839576916,-7.271729184502344,1.8103358963489007,3.3584201236850757,-1.585317683759556,-6.9991864523754455,5.338731430820051,-1.0298738161880683,2008-08-08
205,0.6929526006454284,-5.947988220130627,5.166027862997494,3.304098058556679,-0.4669553220172532,-8.42496259446086,5.872000610100238,-0.6571465754295419,2008-08-11
206,-0.1970053017392089,-7.267225669728085,2.4396341027920867,3.2339386480073924,-1.3980232337637357,-6.381796094720885,4.9315668989687085,-2.6813073920412687,2008-08-12
207,0.5608107861493935,-5.714184812440766,4.656347891373821,3.5547352802814425,-2.2329941808148988,-4.7713860412654014,4.556669193065369,-3.24959646163744,2008-08-13
208,0.35336157641720034,-6.927427532315832,1.9411885308931758,3.1077520296989007,-1.5042942010313434,-7.162389984564133,5.73858688063968,-2.262405586742344,2008-08-14
209,0.08558854044990451,-7.09682138393304,2.4954411130710814,2.921956918452159,-0.7307619783026901,-8.036299003597685,6.27620634592692,-2.199470439480255,2008-08-15
210,-0.9762799810555901,-8.1618565804918,1.3573183082009581,3.1153395198136007,-1.5415118548638973,-5.243091039702554,5.127400413524016,-3.2380399932132145,2008-08-18
211,-0.850773362902231,-7.402071290587917,2.899238701662688,3.5158733626985876,-2.188208307457688,-2.9583256666030615,4.370244989254546,-4.040277983186712,2008-08-19
212,-0.14465425426757048,-6.35810367698929,4.660017158970816,3.328533555194179,-1.5272105055211276,-4.037386886410843,5.274689276507898,-3.0348146391690958,2008-08-20
213,0.09505143337212786,-5.289048858593278,5.492906481814076,3.9609621974395166,-3.1475149805963674,-1.040481962010736,4.561267619678505,-3.2925577580847727,2008-08-21
214,0.20278083827503948,-6.153183585595638,2.7192008674459993,3.724590811675341,-1.8750856961928613,-6.385145284969858,6.120225432501277,-1.1240491339161802,2008-08-22
215,-1.1530467262002362,-8.026934687295803,-0.633535956758892,3.7770006690119406,-3.1308152379810954,-3.100837142056836,4.920965880274642,-3.042976223183543,2008-08-25
216,-0.43962446182641457,-6.257818625923337,3.6064089841948253,3.8745411338952476,-2.332349699441365,-4.0468166881060075,5.440059154360531,-2.556260973317513,2008-08-26
217,0.24010013097609165,-4.949726960454828,5.787231398737722,3.9555810247311207,-2.587294690378398,-2.622112925661794,5.113329796291232,-3.126338026954609,2008-08-27
218,0.31370014442388816,-5.254177198994694,4.998726868191516,3.8540042049604732,-1.9948035314243637,-3.77496420709173,5.239211613654924,-2.765848177681362,2008-08-28
219,0.16115089438936528,-6.600810547034196,1.1503446879771722,4.1315045385413995,-2.6309167308095893,-3.737798224202718,5.028963203304956,-2.520092019442506,2008-08-29
220,-0.9332451372171909,-8.390479115687999,-1.1874294625685087,3.976917608168879,-1.350029510022709,-6.5803707037807495,6.004025267919587,-1.4017235153761145,2008-09-02
221,-0.0995502825030382,-6.456037093981778,2.7939069421621796,4.2272264423752866,-1.8010463152512481,-4.061501912566677,4.891324251207158,-3.917100499677364,2008-09-03
222,-2.408657786358466,-9.474311489821295,-0.17786386602619558,4.27556487155405,-1.0770052263504124,-3.695180309605866,5.402106964158913,-3.344009325457705,2008-09-04
223,-1.3586556143661424,-7.507421230607064,4.60216605486894,4.5489333643140855,-0.25983584805239335,-3.0285330018253402,4.922277553336917,-4.668973292230105,2008-09-05
224,-0.6656977869648978,-7.420875448440791,3.3590056065497444,4.638485123520146,-0.4402700463789516,-4.4277146939118595,5.279884467260967,-4.173478041361774,2008-09-08
225,-3.269310843714247,-11.21845404913443,-1.7604294115138526,4.839263295372368,0.1232269989334501,-3.9672189604879997,5.399452141722091,-4.060439570849501,2008-09-09
226,-2.0314239358999373,-8.309601131154325,5.141814259888834,5.282085296155903,1.4050966907988087,-4.59427547192289,6.042695505718009,-3.524976292028991,2008-09-10
227,-1.5205731253580206,-7.7484312834047016,5.376697568934452,5.466605417466439,1.2695233263673598,-4.580060997883758,5.589986670666696,-4.4170536688979745,2008-09-11
228,-1.2857576972766815,-6.475741688729625,6.755725303352994,6.761386719897568,-0.37970881502901344,-0.39784785000467854,3.5371546039784034,-5.909538728220456,2008-09-12
229,-7.030227533458718,-13.901208330327762,-7.242983554915385,6.650384690724221,-2.031558511117565,0.5352562893388876,2.7026094838135557,-5.52139997505821,2008-09-15
230,-4.9815629328220705,-8.082040288447839,5.414858578823034,6.379413503528777,0.7270968840759592,-3.0061253667612338,4.089473242686497,-3.3659624097236667,2008-09-16
231,-9.115472198252796,-12.91764683669857,-5.71269520205891,8.113949835756607,-4.702013677874233,5.289299912735047,-0.1555418792839175,-6.758978497037321,2008-09-17
232,-3.8885120391672876,-0.01931505970609934,20.130919255321835,7.215607863912557,0.38111458823200267,-0.7102295790785784,3.0153557990390354,-2.5103800816330337,2008-09-18
233,-2.2661534888086132,0.48898878668527207,11.837801127692021,7.813538235312177,-3.607437623096871,0.48383941535877556,0.6259626137442963,-3.2670196957185387,2008-09-19
234,-4.706241459089973,-3.6576013149785327,1.3828826630922761,7.9881085957448,-5.959915536973727,2.9961437762374508,0.2799201124806313,-2.557435732990007,2008-09-22
235,-5.955447399593531,-6.028254775737028,-4.285432938930379,7.310722603366095,-5.363276455600271,-0.929291798036709,1.8193404472359147,0.4387020989202432,2008-09-23
